"2407:6401::","2407:65ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:6600::","2407:6600:ffff:ffff:ffff:ffff:ffff:ffff","TH"
"2407:6601::","2407:6bff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:6c00::","2407:6c00:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:6c01::","2407:6cff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:6d00::","2407:6d00:ffff:ffff:ffff:ffff:ffff:ffff","BD"
"2407:6d01::","2407:6eff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:6f00::","2407:6f00:ffff:ffff:ffff:ffff:ffff:ffff","BD"
"2407:6f01::","2407:6fff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7000::","2407:7000:ffff:ffff:ffff:ffff:ffff:ffff","NZ"
"2407:7001::","2407:70ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7100::","2407:7100:ffff:ffff:ffff:ffff:ffff:ffff","TW"
"2407:7101::","2407:71ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7200::","2407:7200:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:7201::","2407:73ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7400::","2407:7400:ffff:ffff:ffff:ffff:ffff:ffff","IN"
"2407:7401::","2407:75ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7600::","2407:7600:ffff:ffff:ffff:ffff:ffff:ffff","ID"
"2407:7601::","2407:76ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7700::","2407:7700:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:7701::","2407:79ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7a00::","2407:7a00:ffff:ffff:ffff:ffff:ffff:ffff","TH"
"2407:7a01::","2407:7aff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7b00::","2407:7b00:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:7b01::","2407:7bff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7c00::","2407:7c00:ffff:ffff:ffff:ffff:ffff:ffff","SG"
"2407:7c01::","2407:7dff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:7e00::","2407:7e00:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:7e01::","2407:7fff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8000::","2407:8000:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:8001::","2407:81ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8200::","2407:8200:ffff:ffff:ffff:ffff:ffff:ffff","ID"
"2407:8201::","2407:82ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8300::","2407:8300:ffff:ffff:ffff:ffff:ffff:ffff","NZ"
"2407:8301::","2407:84ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8500::","2407:8500:ffff:ffff:ffff:ffff:ffff:ffff","SG"
"2407:8501::","2407:85ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8600::","2407:8600:ffff:ffff:ffff:ffff:ffff:ffff","FR"
"2407:8601::","2407:89ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8a00::","2407:8a00:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:8a01::","2407:8aff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8b00::","2407:8b00:1fff:ffff:ffff:ffff:ffff:ffff","NZ"
"2407:8b00:2000::","2407:8b00:8bff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8b00:8c00::","2407:8b00:8fff:ffff:ffff:ffff:ffff:ffff","NZ"
"2407:8b00:9000::","2407:8bff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8c00::","2407:8c00:ffff:ffff:ffff:ffff:ffff:ffff","IN"
"2407:8c01::","2407:8eff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:8f00::","2407:8f00:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:8f01::","2407:91ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:9200::","2407:9200:ffff:ffff:ffff:ffff:ffff:ffff","PG"
"2407:9201::","2407:93ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:9400::","2407:9400:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:9401::","2407:95ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:9600::","2407:9600:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:9601::","2407:97ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:9800::","2407:9800:ffff:ffff:ffff:ffff:ffff:ffff","PH"
"2407:9801::","2407:99ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:9a00::","2407:9a00:ffff:ffff:ffff:ffff:ffff:ffff","IN"
"2407:9a01::","2407:9bff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:9c00::","2407:9c00:ffff:ffff:ffff:ffff:ffff:ffff","PK"
"2407:9c01::","2407:9dff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:9e00::","2407:9e00:ffff:ffff:ffff:ffff:ffff:ffff","PK"
"2407:9e01::","2407:9fff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:a000::","2407:a000:ffff:ffff:ffff:ffff:ffff:ffff","FJ"
"2407:a001::","2407:a2ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:a300::","2407:a300:ffff:ffff:ffff:ffff:ffff:ffff","IN"
"2407:a301::","2407:a5ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:a600::","2407:a600:ffff:ffff:ffff:ffff:ffff:ffff","ID"
"2407:a601::","2407:a7ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:a800::","2407:a800:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:a801::","2407:abff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:ac00::","2407:ac00:ffff:ffff:ffff:ffff:ffff:ffff","SG"
"2407:ac01::","2407:afff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:b000::","2407:b000:ffff:ffff:ffff:ffff:ffff:ffff","SG"
"2407:b001::","2407:b001:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:b002::","2407:b0ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:b100::","2407:b100:ffff:ffff:ffff:ffff:ffff:ffff","BD"
"2407:b101::","2407:b1ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:b200::","2407:b200:ffff:ffff:ffff:ffff:ffff:ffff","KR"
"2407:b201::","2407:b2ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:b300::","2407:b300:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:b301::","2407:b3ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:b400::","2407:b400:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:b401::","2407:b6ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:b700::","2407:b700:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:b701::","2407:b7ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:b800::","2407:b800:ffff:ffff:ffff:ffff:ffff:ffff","KR"
"2407:b801::","2407:b9ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:ba00::","2407:ba00:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"2407:ba01::","2407:bbff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:bc00::","2407:bc00:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"2407:bc01::","2407:bfff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:c000::","2407:c000:ffff:ffff:ffff:ffff:ffff:ffff","KR"
"2407:c001::","2407:c0ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:c100::","2407:c100:ffff:ffff:ffff:ffff:ffff:ffff","NZ"
"2407:c101::","2407:c1ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:c200::","2407:c200:ffff:ffff:ffff:ffff:ffff:ffff","ID"
"2407:c201::","2407:c3ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:c400::","2407:c400:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"2407:c401::","2407:c5ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:c600::","2407:c600:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:c601::","2407:c7ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:c800::","2407:c800:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:c801::","2407:c9ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:ca00::","2407:ca00:ffff:ffff:ffff:ffff:ffff:ffff","NZ"
"2407:ca01::","2407:cbff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:cc00::","2407:cc00:ffff:ffff:ffff:ffff:ffff:ffff","DE"
"2407:cc01::","2407:ccff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:cd00::","2407:cd00:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:cd01::","2407:cfff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:d000::","2407:d000:ffff:ffff:ffff:ffff:ffff:ffff","PK"
"2407:d001::","2407:d1ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:d200::","2407:d200:ffff:ffff:ffff:ffff:ffff:ffff","SG"
"2407:d201::","2407:d3ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:d400::","2407:d400:ffff:ffff:ffff:ffff:ffff:ffff","NP"
"2407:d401::","2407:d5ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:d600::","2407:d600:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:d601::","2407:d6ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:d700::","2407:d700:ffff:ffff:ffff:ffff:ffff:ffff","BD"
"2407:d701::","2407:d7ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:d800::","2407:d800:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:d801::","2407:d9ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:da00::","2407:da00:ffff:ffff:ffff:ffff:ffff:ffff","IN"
"2407:da01::","2407:ddff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:de00::","2407:de00:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:de01::","2407:dfff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:e000::","2407:e000:ffff:ffff:ffff:ffff:ffff:ffff","SG"
"2407:e001::","2407:e1ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:e200::","2407:e200:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:e201::","2407:e2ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:e300::","2407:e300:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:e301::","2407:e5ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:e600::","2407:e600:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:e601::","2407:e7ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:e800::","2407:e800:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"2407:e801::","2407:e8ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:e900::","2407:e900:ffff:ffff:ffff:ffff:ffff:ffff","IN"
"2407:e901::","2407:e9ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:ea00::","2407:ea00:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:ea01::","2407:ecff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:ed00::","2407:ed00:ffff:ffff:ffff:ffff:ffff:ffff","TH"
"2407:ed01::","2407:eeff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:ef00::","2407:ef00:ffff:ffff:ffff:ffff:ffff:ffff","SG"
"2407:ef01::","2407:f0ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:f100::","2407:f100:ffff:ffff:ffff:ffff:ffff:ffff","NZ"
"2407:f101::","2407:f1ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:f200::","2407:f200:ffff:ffff:ffff:ffff:ffff:ffff","ID"
"2407:f201::","2407:f5ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:f600::","2407:f600:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2407:f601::","2407:f7ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:f800::","2407:f800:ffff:ffff:ffff:ffff:ffff:ffff","MY"
"2407:f801::","2407:f9ff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:fa00::","2407:fa00:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2407:fa01::","2407:fbff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:fc00::","2407:fc00:ffff:ffff:ffff:ffff:ffff:ffff","HK"
"2407:fc01::","2407:feff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2407:ff00::","2407:ff00:ffff:ffff:ffff:ffff:ffff:ffff","IN"
"2407:ff01::","2407:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2408::","2408:3ff:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2408:400::","2408:7fff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2408:8000::","2408:8fff:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"2408:9000::","2409:f:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2409:10::","2409:1f:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2409:20::","2409:24f:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2409:250::","2409:25f:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"2409:260::","2409:7fff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2409:8000::","2409:8fff:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"2409:9000::","2409:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"240a::","240a:7f:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"240a:80::","240a:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"240b::","240b:3ff:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"240b:400::","240b:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"240c::","240c:f:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"240c:10::","240c:7fff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"240c:8000::","240c:87ff:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"240c:8800::","240c:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"240d::","240d:1f:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"240d:20::","240d:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"240e::","240e:fff:ffff:ffff:ffff:ffff:ffff:ffff","CN"
"240e:1000::","240e:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"240f::","240f:ff:ffff:ffff:ffff:ffff:ffff:ffff","JP"
"240f:100::","240f:ffff:ffff:ffff:ffff:ffff:ffff:ffff","AU"
"2410::","2600:c08:2010:ff:ffff:ffff:ffff:ffff","US"
"2600:c08:2010:100::","2600:c08:2010:1ff:ffff:ffff:ffff:ffff","CA"
"2600:c08:2010:200::","2600:cff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2600:d00::","2600:d0f:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2600:d10::","2600:15ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2600:1600::","2600:16ff:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2600:1700::","2600:1dff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2600:1e00::","2600:1e0f:ffff:ffff:ffff:ffff:ffff:ffff","VC"
"2600:1e10::","2600:83ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2600:8400::","2600:840f:ffff:ffff:ffff:ffff:ffff:ffff","BB"
"2600:8410::","2600:dfff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2600:e000::","2600:e00f:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2600:e010::","2602:1ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:200::","2602:200:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:201::","2602:20f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:210::","2602:210:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:211::","2602:21f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:220::","2602:220:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:221::","2602:ff9b:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ff9c::","2602:ff9c:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ff9c:1000::","2602:ff9c:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ff9d::","2602:ff9d:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ff9d:1000::","2602:ff9d:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ff9e::","2602:ff9e:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ff9e:1000::","2602:ff9e:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ff9f::","2602:ff9f:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ff9f:1000::","2602:ff9f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffa0::","2602:ffa0:fff:ffff:ffff:ffff:ffff:ffff","VG"
"2602:ffa0:1000::","2602:ffb0:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffb1::","2602:ffb1:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ffb1:1000::","2602:ffb5:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffb6::","2602:ffb6:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ffb6:1000::","2602:ffb7:418:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffb7:419::","2602:ffb7:419:ffff:ffff:ffff:ffff:ffff","CN"
"2602:ffb7:41a::","2602:ffc0:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffc1::","2602:ffc1:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ffc1:1000::","2602:ffcd:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffce::","2602:ffce:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ffce:1000::","2602:ffd4:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffd5::","2602:ffd5:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ffd5:1000::","2602:ffda:aa9:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffda:aaa::","2602:ffda:aaa:ffff:ffff:ffff:ffff:ffff","NL"
"2602:ffda:aab::","2602:ffeb:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2602:ffec::","2602:ffec:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2602:ffec:1000::","2604:13ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1400::","2604:1400:ffff:ffff:ffff:ffff:ffff:ffff","PR"
"2604:1401::","2604:14ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1500::","2604:1500:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:1501::","2604:16ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1700::","2604:1700:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:1701::","2604:17ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1800::","2604:1800:ffff:ffff:ffff:ffff:ffff:ffff","GP"
"2604:1801::","2604:19ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1a00::","2604:1a00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:1a01::","2604:1aff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1b00::","2604:1b00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:1b01::","2604:1cff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1d00::","2604:1d00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:1d01::","2604:1f7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:1f80::","2604:1f80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:1f81::","2604:2b7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:2b80::","2604:2b80:fff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:2b80:1000::","2604:2f7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:2f80::","2604:2f80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:2f81::","2604:3a7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:3a80::","2604:3a80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:3a81::","2604:3aff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:3b00::","2604:3b00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:3b01::","2604:3cff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:3d00::","2604:3d00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:3d01::","2604:3fff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:4000::","2604:4000:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:4001::","2604:427f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:4280::","2604:4280:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:4281::","2604:437f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:4380::","2604:4380:ffff:ffff:ffff:ffff:ffff:ffff","GD"
"2604:4381::","2604:4bff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:4c00::","2604:4c00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:4c01::","2604:4d7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:4d80::","2604:4d80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:4d81::","2604:4e7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:4e80::","2604:4e80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:4e81::","2604:587f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:5880::","2604:5880:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:5881::","2604:63ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:6400::","2604:6400:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:6401::","2604:64ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:6500::","2604:6500:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:6501::","2604:687f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:6880::","2604:6880:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:6881::","2604:747f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:7480::","2604:7480:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:7481::","2604:7eff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:7f00::","2604:7f00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:7f01::","2604:807f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:8080::","2604:8080:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:8081::","2604:827f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:8280::","2604:8280:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:8281::","2604:83ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:8400::","2604:8400:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:8401::","2604:85ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:8600::","2604:8600:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:8601::","2604:897f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:8980::","2604:8980:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:8981::","2604:937f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:9380::","2604:9380:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:9381::","2604:987f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:9880::","2604:9880:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:9881::","2604:9e7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:9e80::","2604:9e80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:9e81::","2604:a27f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:a280::","2604:a280:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:a281::","2604:afff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:b000::","2604:b000:ffff:ffff:ffff:ffff:ffff:ffff","PR"
"2604:b001::","2604:c17f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:c180::","2604:c180:ffff:ffff:ffff:ffff:ffff:ffff","VI"
"2604:c181::","2604:ceff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:cf00::","2604:cf00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:cf01::","2604:d87f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:d880::","2604:d880:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:d881::","2604:daff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:db00::","2604:db00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:db01::","2604:dbff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:dc00::","2604:dc00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:dc01::","2604:e0ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:e100::","2604:e100:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:e101::","2604:ebff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:ec00::","2604:ec00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:ec01::","2604:eeff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:ef00::","2604:ef00:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:ef01::","2604:efff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:f000::","2604:f000:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:f001::","2604:f67f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:f680::","2604:f680:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:f681::","2604:f7ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:f800::","2604:f800:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:f801::","2604:fa7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2604:fa80::","2604:fa80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2604:fa81::","2605:7f:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2605:80::","2605:80:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2605:81::","2605:4ff:ffff:ffff:ffff:ffff:ffff:ffff","US"
"2605:500::","2605:500:ffff:ffff:ffff:ffff:ffff:ffff","CA"
"2605:501::","2605:bff:ffff:ffff:ffff:ffff:ffff:ffff","US"
